,loan_ammount,loan_duration,loan_payment,no_of_inhabitants,no_of_inhabitants<499,no_of_inhabitants 500-1999,no_of_inhabitants 2000-9999,no_of_inhabitants>10000,district_no_of_cities,ration_of_urban_inhabitants,district_avg_salary,No.enterpreneurs/100inhabitans,Paid_loan_amount,avg_unemployment_rate,avg_crime_rate,days_btw_aco_to_lon,client_age,AF1,AF2,C1,C2,C3,Loan_Status
325,167100,60,2785.0,145688,22,41,13,2,5,40.7,8544,109,2784.8,5.940449999999999,71.05594146395036,335,24.0,0.0,0.0,1.0,0.0,0.0,0.0
326,87216,48,1817.0,145688,22,41,13,2,5,40.7,8544,109,1817.0,5.940449999999999,71.05594146395036,616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,37908,12,3159.0,145688,22,41,13,2,5,40.7,8544,109,3159.0,5.940449999999999,71.05594146395036,460,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,320592,48,6679.0,145688,22,41,13,2,5,40.7,8544,109,6678.7,5.940449999999999,71.05594146395036,465,26.0,0.0,0.0,1.0,0.0,0.0,0.0
329,192744,36,5354.0,145688,22,41,13,2,5,40.7,8544,109,5353.5,5.940449999999999,71.05594146395036,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,46176,48,962.0,145688,22,41,13,2,5,40.7,8544,109,962.0,5.940449999999999,71.05594146395036,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,182640,48,3805.0,145688,22,41,13,2,5,40.7,8544,109,3805.2,5.940449999999999,71.05594146395036,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,405780,60,6763.0,145688,22,41,13,2,5,40.7,8544,109,6763.0,5.940449999999999,71.05594146395036,694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,76104,24,3171.0,145688,22,41,13,2,5,40.7,8544,109,3171.0,5.940449999999999,71.05594146395036,340,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,165780,60,2763.0,145688,22,41,13,2,5,40.7,8544,109,2762.8,5.940449999999999,71.05594146395036,607,0.0,0.0,1.0,0.0,0.0,0.0,0.0
335,89040,60,1484.0,148545,8,35,12,3,4,53.5,8909,113,1484.0,22.780050000000003,102.358174290619,392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,173808,24,7242.0,148545,8,35,12,3,4,53.5,8909,113,7242.0,22.780050000000003,102.358174290619,383,0.0,1.0,0.0,0.0,0.0,0.0,0.0
337,48744,36,1354.0,148545,8,35,12,3,4,53.5,8909,113,1354.0,22.780050000000003,102.358174290619,134,26.0,0.0,0.0,1.0,0.0,0.0,0.0
338,87528,24,3647.0,148545,8,35,12,3,4,53.5,8909,113,3647.0,22.780050000000003,102.358174290619,366,27.0,1.0,0.0,1.0,0.0,0.0,0.0
339,49872,12,4156.0,148545,8,35,12,3,4,53.5,8909,113,4156.5,22.780050000000003,102.358174290619,684,0.0,1.0,0.0,0.0,0.0,0.0,0.0
340,41988,12,3499.0,148545,8,35,12,3,4,53.5,8909,113,3499.0,22.780050000000003,102.358174290619,622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,193968,36,5388.0,226122,32,50,7,4,4,62.6,8994,110,5388.5,17.435,200.37021607804635,197,0.0,1.0,0.0,0.0,0.0,0.0,0.0
342,60000,60,1000.0,226122,32,50,7,4,4,62.6,8994,110,1000.0,17.435,200.37021607804635,658,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,309552,48,6449.0,226122,32,50,7,4,4,62.6,8994,110,6449.0,17.435,200.37021607804635,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,217152,36,6032.0,226122,32,50,7,4,4,62.6,8994,110,6031.8,17.435,200.37021607804635,309,25.0,0.0,0.0,1.0,0.0,0.0,0.0
345,309600,48,6450.0,226122,32,50,7,4,4,62.6,8994,110,6450.2,17.435,200.37021607804635,348,0.0,0.0,1.0,0.0,0.0,0.0,0.0
346,161496,36,4486.0,226122,32,50,7,4,4,62.6,8994,110,4486.0,17.435,200.37021607804635,633,0.0,0.0,1.0,0.0,0.0,0.0,0.0
347,187104,24,7796.0,226122,32,50,7,4,4,62.6,8994,110,7795.5,17.435,200.37021607804635,141,26.0,0.0,0.0,1.0,0.0,0.0,0.0
348,29448,12,2454.0,226122,32,50,7,4,4,62.6,8994,110,2454.5,17.435,200.37021607804635,119,0.0,0.0,0.0,0.0,0.0,0.0,1.0
349,155616,48,3242.0,226122,32,50,7,4,4,62.6,8994,110,3242.0,17.435,200.37021607804635,691,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,53232,48,1109.0,226122,32,50,7,4,4,62.6,8994,110,1109.0,17.435,200.37021607804635,638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,78696,36,2186.0,226122,32,50,7,4,4,62.6,8994,110,2186.0,17.435,200.37021607804635,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,465504,48,9698.0,226122,32,50,7,4,4,62.6,8994,110,9698.0,17.435,200.37021607804635,374,0.0,0.0,0.0,0.0,0.0,0.0,1.0
353,23412,12,1951.0,226122,32,50,7,4,4,62.6,8994,110,1951.0,17.435,200.37021607804635,603,28.0,0.0,0.0,1.0,0.0,0.0,0.0
354,42816,12,3568.0,226122,32,50,7,4,4,62.6,8994,110,3568.0,17.435,200.37021607804635,458,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,24312,12,2026.0,93931,74,21,10,1,8,56.9,8427,107,2025.7,5.7751,57.53666521169795,455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,170256,24,7094.0,93931,74,21,10,1,8,56.9,8427,107,7094.0,5.7751,57.53666521169795,448,24.0,0.0,0.0,1.0,0.0,0.0,0.0
357,60156,36,1671.0,93931,74,21,10,1,8,56.9,8427,107,1671.0,5.7751,57.53666521169795,230,0.0,0.0,0.0,0.0,0.0,0.0,1.0
358,165960,24,6915.0,93931,74,21,10,1,8,56.9,8427,107,6915.0,5.7751,57.53666521169795,561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,22968,36,638.0,93931,74,21,10,1,8,56.9,8427,107,638.0,5.7751,57.53666521169795,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,115812,36,3217.0,93931,74,21,10,1,8,56.9,8427,107,3216.7,5.7751,57.53666521169795,585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,98304,12,8192.0,93931,74,21,10,1,8,56.9,8427,107,8191.5,5.7751,57.53666521169795,533,27.0,0.0,0.0,1.0,0.0,0.0,0.0
362,130464,48,2718.0,93931,74,21,10,1,8,56.9,8427,107,2718.0,5.7751,57.53666521169795,664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,140688,48,2931.0,93931,74,21,10,1,8,56.9,8427,107,2931.0,5.7751,57.53666521169795,416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,140688,48,2931.0,93931,74,21,10,1,8,56.9,8427,107,2931.0,5.7751,57.53666521169795,416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,269964,36,7499.0,93931,74,21,10,1,8,56.9,8427,107,7498.7,5.7751,57.53666521169795,341,28.0,0.0,0.0,0.0,0.0,1.0,0.0
366,272520,60,4542.0,92084,55,29,4,3,5,46.7,10124,141,4542.0,0.2953,167.2674731766648,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,172080,48,3585.0,92084,55,29,4,3,5,46.7,10124,141,3585.2,0.2953,167.2674731766648,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,98592,24,4108.0,92084,55,29,4,3,5,46.7,10124,141,4108.3,0.2953,167.2674731766648,183,0.0,1.0,0.0,0.0,0.0,0.0,0.0
369,155616,48,3242.0,92084,55,29,4,3,5,46.7,10124,141,3241.8,0.2953,167.2674731766648,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,160656,24,6694.0,92084,55,29,4,3,5,46.7,10124,141,6694.2,0.2953,167.2674731766648,651,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,97632,12,8136.0,70646,94,14,3,1,4,58.4,8547,120,8136.0,11.85025,74.36777736885315,301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,192552,24,8023.0,70646,94,14,3,1,4,58.4,8547,120,8022.8,11.85025,74.36777736885315,440,0.0,0.0,1.0,0.0,0.0,0.0,1.0
373,266220,60,4437.0,70646,94,14,3,1,4,58.4,8547,120,4437.0,11.85025,74.36777736885315,522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,128988,36,3583.0,70646,94,14,3,1,4,58.4,8547,120,3583.0,11.85025,74.36777736885315,551,0.0,0.0,1.0,0.0,0.0,0.0,1.0
375,220620,60,3677.0,70646,94,14,3,1,4,58.4,8547,120,3677.3,11.85025,74.36777736885315,521,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,318480,60,5308.0,70646,94,14,3,1,4,58.4,8547,120,5307.5,11.85025,74.36777736885315,422,0.0,0.0,0.0,0.0,0.0,0.0,1.0
377,196080,48,4085.0,87419,21,11,4,3,9,85.5,8624,102,4085.0,6.36545,119.02611560415927,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,74688,12,6224.0,87419,21,11,4,3,9,85.5,8624,102,6224.3,6.36545,119.02611560415927,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,88704,48,1848.0,87419,21,11,4,3,9,85.5,8624,102,1848.0,6.36545,119.02611560415927,670,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,79344,48,1653.0,87419,21,11,4,3,9,85.5,8624,102,1653.0,6.36545,119.02611560415927,567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,25944,24,1081.0,118650,8,8,5,1,3,85.6,9832,114,1081.0,17.2551,254.57025284450063,260,24.0,0.0,0.0,1.0,0.0,0.0,0.0
382,198240,24,8260.0,118650,8,8,5,1,3,85.6,9832,114,8260.0,17.2551,254.57025284450063,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,123300,36,3425.0,118650,8,8,5,1,3,85.6,9832,114,3425.2,17.2551,254.57025284450063,565,28.0,0.0,1.0,1.0,0.0,0.0,0.0
384,104808,12,8734.0,125832,151,41,2,3,5,48.3,8512,102,8734.0,17.08505,80.29027989700553,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,151560,24,6315.0,125832,151,41,2,3,5,48.3,8512,102,6315.0,17.08505,80.29027989700553,194,24.0,0.0,0.0,0.0,1.0,0.0,0.0
386,79632,24,3318.0,125832,151,41,2,3,5,48.3,8512,102,3318.0,17.08505,80.29027989700553,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,465072,48,9689.0,125832,151,41,2,3,5,48.3,8512,102,9689.0,17.08505,80.29027989700553,541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,368880,60,6148.0,125832,151,41,2,3,5,48.3,8512,102,6148.0,17.08505,80.29027989700553,590,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,67980,12,5665.0,125832,151,41,2,3,5,48.3,8512,102,5665.0,17.08505,80.29027989700553,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,88608,12,7384.0,125832,151,41,2,3,5,48.3,8512,102,7384.0,17.08505,80.29027989700553,632,0.0,1.0,0.0,0.0,0.0,0.0,0.0
391,300204,36,8339.0,67298,71,19,10,0,7,43.8,8561,110,8339.0,0.67525,74.32031412523403,364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,64656,48,1347.0,67298,71,19,10,0,7,43.8,8561,110,1347.0,0.67525,74.32031412523403,124,26.0,0.0,0.0,1.0,0.0,0.0,0.0
393,239160,60,3986.0,67298,71,19,10,0,7,43.8,8561,110,3985.7,0.67525,74.32031412523403,437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,300600,60,5010.0,67298,71,19,10,0,7,43.8,8561,110,5010.5,0.67525,74.32031412523403,398,27.0,0.0,0.0,1.0,0.0,0.0,0.0
395,107352,36,2982.0,67298,71,19,10,0,7,43.8,8561,110,2982.5,0.67525,74.32031412523403,522,0.0,0.0,1.0,0.0,0.0,0.0,0.0
396,153144,36,4254.0,67298,71,19,10,0,7,43.8,8561,110,4253.7,0.67525,74.32031412523403,560,27.0,0.0,0.0,1.0,0.0,0.0,0.0
397,12540,12,1045.0,67298,71,19,10,0,7,43.8,8561,110,1045.0,0.67525,74.32031412523403,623,27.0,0.0,0.0,1.0,0.0,0.0,0.0
398,78720,48,1640.0,67298,71,19,10,0,7,43.8,8561,110,1640.0,0.67525,74.32031412523403,377,28.0,0.0,0.0,1.0,0.0,0.0,0.0
399,37812,12,3151.0,67298,71,19,10,0,7,43.8,8561,110,3151.3,0.67525,74.32031412523403,489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,174744,24,7281.0,125236,28,11,1,4,5,87.7,9675,100,7281.3,33.860150000000004,200.8496758120668,452,24.0,0.0,0.0,0.0,0.0,1.0,1.0
401,185952,48,3874.0,125236,28,11,1,4,5,87.7,9675,100,3873.7,33.860150000000004,200.8496758120668,375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,21852,36,607.0,125236,28,11,1,4,5,87.7,9675,100,607.0,33.860150000000004,200.8496758120668,169,25.0,0.0,0.0,1.0,0.0,0.0,0.0
403,67464,12,5622.0,125236,28,11,1,4,5,87.7,9675,100,5622.5,33.860150000000004,200.8496758120668,359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,67464,12,5622.0,125236,28,11,1,4,5,87.7,9675,100,5622.5,33.860150000000004,200.8496758120668,359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,247920,48,5165.0,125236,28,11,1,4,5,87.7,9675,100,5165.2,33.860150000000004,200.8496758120668,412,28.0,0.0,0.0,1.0,0.0,0.0,0.0
406,22104,12,1842.0,125236,28,11,1,4,5,87.7,9675,100,1842.0,33.860150000000004,200.8496758120668,379,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,10944,36,304.0,125236,28,11,1,4,5,87.7,9675,100,304.0,33.860150000000004,200.8496758120668,659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,125472,24,5228.0,125236,28,11,1,4,5,87.7,9675,100,5227.7,33.860150000000004,200.8496758120668,393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,244560,60,4076.0,124605,11,42,14,1,8,46.0,8772,126,4075.5,22.520449999999997,83.49664138678223,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,276660,36,7685.0,124605,11,42,14,1,8,46.0,8772,126,7685.0,22.520449999999997,83.49664138678223,314,0.0,0.0,0.0,0.0,0.0,0.0,1.0
411,123696,48,2577.0,124605,11,42,14,1,8,46.0,8772,126,2577.0,22.520449999999997,83.49664138678223,336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,61320,60,1022.0,124605,11,42,14,1,8,46.0,8772,126,1022.0,22.520449999999997,83.49664138678223,331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,272220,60,4537.0,124605,11,42,14,1,8,46.0,8772,126,4537.3,22.520449999999997,83.49664138678223,339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,12792,12,1066.0,124605,11,42,14,1,8,46.0,8772,126,1066.0,22.520449999999997,83.49664138678223,413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,185544,36,5154.0,124605,11,42,14,1,8,46.0,8772,126,5154.0,22.520449999999997,83.49664138678223,293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,111384,24,4641.0,51428,50,11,3,1,4,52.7,8402,120,4641.0,16.99515,8.849158046200513,472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,265320,36,7370.0,51428,50,11,3,1,4,52.7,8402,120,7370.0,16.99515,8.849158046200513,643,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,45336,24,1889.0,51428,50,11,3,1,4,52.7,8402,120,1889.0,16.99515,8.849158046200513,489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,182040,60,3034.0,51428,50,11,3,1,4,52.7,8402,120,3034.0,16.99515,8.849158046200513,362,25.0,0.0,0.0,1.0,0.0,0.0,0.0
420,189696,24,7904.0,51428,50,11,3,1,4,52.7,8402,120,7903.8,16.99515,8.849158046200513,267,0.0,0.0,1.0,0.0,0.0,0.0,0.0
421,396120,60,6602.0,51428,50,11,3,1,4,52.7,8402,120,6601.7,16.99515,8.849158046200513,550,26.0,0.0,1.0,1.0,0.0,0.0,0.0
422,53076,12,4423.0,51428,50,11,3,1,4,52.7,8402,120,4423.0,16.99515,8.849158046200513,333,27.0,0.0,0.0,1.0,0.0,0.0,0.0
423,177504,48,3698.0,51428,50,11,3,1,4,52.7,8402,120,3697.8,16.99515,8.849158046200513,536,28.0,1.0,0.0,1.0,0.0,0.0,0.0
424,407952,48,8499.0,51428,50,11,3,1,4,52.7,8402,120,8499.0,16.99515,8.849158046200513,478,0.0,0.0,0.0,0.0,0.0,0.0,1.0
425,125472,24,5228.0,51428,50,11,3,1,4,52.7,8402,120,5227.7,16.99515,8.849158046200513,281,0.0,1.0,0.0,0.0,0.0,0.0,0.0
426,41256,12,3438.0,51428,50,11,3,1,4,52.7,8402,120,3438.0,16.99515,8.849158046200513,682,28.0,0.0,0.0,0.0,1.0,0.0,0.0
427,110736,48,2307.0,51428,50,11,3,1,4,52.7,8402,120,2306.8,16.99515,8.849158046200513,254,0.0,0.0,1.0,0.0,0.0,0.0,0.0
428,110736,48,2307.0,51428,50,11,3,1,4,52.7,8402,120,2306.8,16.99515,8.849158046200513,254,0.0,0.0,1.0,0.0,0.0,0.0,0.0
429,140064,24,5836.0,51428,50,11,3,1,4,52.7,8402,120,5836.0,16.99515,8.849158046200513,673,28.0,0.0,1.0,1.0,0.0,0.0,0.0
430,299088,36,8308.0,106054,38,25,6,2,6,63.1,8110,109,8307.8,28.31035,142.4138599204179,419,0.0,0.0,0.0,0.0,0.0,0.0,1.0
431,45768,12,3814.0,106054,38,25,6,2,6,63.1,8110,109,3813.7,28.31035,142.4138599204179,274,0.0,0.0,1.0,0.0,0.0,0.0,0.0
432,129408,24,5392.0,106054,38,25,6,2,6,63.1,8110,109,5392.0,28.31035,142.4138599204179,440,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,247920,48,5165.0,106054,38,25,6,2,6,63.1,8110,109,5165.2,28.31035,142.4138599204179,271,0.0,0.0,0.0,0.0,0.0,0.0,1.0
434,220428,36,6123.0,106054,38,25,6,2,6,63.1,8110,109,6123.0,28.31035,142.4138599204179,166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,335184,48,6983.0,106054,38,25,6,2,6,63.1,8110,109,6983.3,28.31035,142.4138599204179,401,0.0,0.0,0.0,0.0,0.0,0.0,1.0
436,189300,60,3155.0,162580,83,26,5,1,6,72.8,9538,111,3155.0,5.9300500000000005,184.56298437692212,413,24.0,0.0,0.0,1.0,0.0,0.0,0.0
437,28248,24,1177.0,162580,83,26,5,1,6,72.8,9538,111,1177.0,5.9300500000000005,184.56298437692212,557,25.0,0.0,0.0,0.0,1.0,0.0,0.0
438,213300,36,5925.0,162580,83,26,5,1,6,72.8,9538,111,5925.0,5.9300500000000005,184.56298437692212,326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,174048,48,3626.0,162580,83,26,5,1,6,72.8,9538,111,3626.0,5.9300500000000005,184.56298437692212,345,26.0,0.0,0.0,1.0,0.0,0.0,0.0
440,50112,24,2088.0,162580,83,26,5,1,6,72.8,9538,111,2088.0,5.9300500000000005,184.56298437692212,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,369000,60,6150.0,162580,83,26,5,1,6,72.8,9538,111,6149.5,5.9300500000000005,184.56298437692212,633,0.0,0.0,1.0,0.0,0.0,0.0,0.0
442,158184,36,4394.0,162580,83,26,5,1,6,72.8,9538,111,4393.8,5.9300500000000005,184.56298437692212,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,35856,24,1494.0,162580,83,26,5,1,6,72.8,9538,111,1494.0,5.9300500000000005,184.56298437692212,519,28.0,0.0,0.0,1.0,0.0,0.0,0.0
444,240528,48,5011.0,162580,83,26,5,1,6,72.8,9538,111,5011.2,5.9300500000000005,184.56298437692212,561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,189792,48,3954.0,162580,83,26,5,1,6,72.8,9538,111,3954.3,5.9300500000000005,184.56298437692212,635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,224604,36,6239.0,51313,34,12,3,1,4,59.2,8930,108,6239.2,17.1251,100.3988462962602,519,24.0,0.0,0.0,0.0,0.0,1.0,0.0
447,164052,36,4557.0,51313,34,12,3,1,4,59.2,8930,108,4557.2,17.1251,100.3988462962602,367,0.0,1.0,0.0,0.0,0.0,0.0,1.0
448,36684,12,3057.0,51313,34,12,3,1,4,59.2,8930,108,3057.0,17.1251,100.3988462962602,631,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,92976,24,3874.0,51313,34,12,3,1,4,59.2,8930,108,3873.7,17.1251,100.3988462962602,569,25.0,0.0,1.0,1.0,0.0,0.0,0.0
450,104712,24,4363.0,51313,34,12,3,1,4,59.2,8930,108,4362.7,17.1251,100.3988462962602,569,0.0,0.0,1.0,0.0,0.0,0.0,0.0
451,72408,24,3017.0,51313,34,12,3,1,4,59.2,8930,108,3016.7,17.1251,100.3988462962602,126,0.0,1.0,0.0,0.0,0.0,0.0,1.0
452,202788,36,5633.0,51313,34,12,3,1,4,59.2,8930,108,5633.0,17.1251,100.3988462962602,387,0.0,0.0,1.0,0.0,0.0,0.0,0.0
453,61560,12,5130.0,51313,34,12,3,1,4,59.2,8930,108,5129.5,17.1251,100.3988462962602,326,26.0,0.0,1.0,1.0,0.0,0.0,0.0
454,82896,12,6908.0,110643,49,41,4,1,4,51.9,8441,115,6907.5,17.26025,48.847834928554,482,24.0,0.0,0.0,1.0,0.0,0.0,0.0
455,189696,24,7904.0,110643,49,41,4,1,4,51.9,8441,115,7903.8,17.26025,48.847834928554,134,0.0,0.0,0.0,0.0,0.0,0.0,1.0
456,192744,36,5354.0,110643,49,41,4,1,4,51.9,8441,115,5353.5,17.26025,48.847834928554,488,24.0,0.0,0.0,1.0,0.0,0.0,0.0
457,89340,60,1489.0,110643,49,41,4,1,4,51.9,8441,115,1489.0,17.26025,48.847834928554,267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,89340,60,1489.0,110643,49,41,4,1,4,51.9,8441,115,1489.0,17.26025,48.847834928554,267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,54396,36,1511.0,110643,49,41,4,1,4,51.9,8441,115,1511.0,17.26025,48.847834928554,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,150180,60,2503.0,110643,49,41,4,1,4,51.9,8441,115,2502.8,17.26025,48.847834928554,199,0.0,0.0,1.0,0.0,0.0,0.0,0.0
461,49320,36,1370.0,110643,49,41,4,1,4,51.9,8441,115,1370.0,17.26025,48.847834928554,425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,240900,60,4015.0,110643,49,41,4,1,4,51.9,8441,115,4015.0,17.26025,48.847834928554,533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,209184,48,4358.0,139012,59,41,8,3,10,61.9,8363,108,4358.0,11.7701,73.76643383305039,391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,48624,24,2026.0,139012,59,41,8,3,10,61.9,8363,108,2025.7,11.7701,73.76643383305039,521,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,158976,48,3312.0,139012,59,41,8,3,10,61.9,8363,108,3312.0,11.7701,73.76643383305039,518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,27984,12,2332.0,139012,59,41,8,3,10,61.9,8363,108,2332.0,11.7701,73.76643383305039,519,0.0,0.0,1.0,0.0,0.0,0.0,0.0
467,290700,60,4845.0,139012,59,41,8,3,10,61.9,8363,108,4845.0,11.7701,73.76643383305039,392,0.0,0.0,0.0,0.0,0.0,0.0,1.0
468,133968,48,2791.0,139012,59,41,8,3,10,61.9,8363,108,2791.0,11.7701,73.76643383305039,261,26.0,0.0,0.0,1.0,0.0,0.0,0.0
469,141648,24,5902.0,139012,59,41,8,3,10,61.9,8363,108,5902.2,11.7701,73.76643383305039,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,72120,12,6010.0,139012,59,41,8,3,10,61.9,8363,108,6010.2,11.7701,73.76643383305039,616,26.0,0.0,0.0,0.0,1.0,0.0,0.0
471,22932,36,637.0,139012,59,41,8,3,10,61.9,8363,108,637.0,11.7701,73.76643383305039,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,293160,60,4886.0,139012,59,41,8,3,10,61.9,8363,108,4886.0,11.7701,73.76643383305039,537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,334620,60,5577.0,139012,59,41,8,3,10,61.9,8363,108,5577.3,11.7701,73.76643383305039,243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,156420,60,2607.0,139012,59,41,8,3,10,61.9,8363,108,2607.0,11.7701,73.76643383305039,344,0.0,0.0,1.0,0.0,0.0,0.0,0.0
475,253200,60,4220.0,139012,59,41,8,3,10,61.9,8363,108,4219.5,11.7701,73.76643383305039,586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,69624,36,1934.0,139012,59,41,8,3,10,61.9,8363,108,1934.0,11.7701,73.76643383305039,585,28.0,0.0,0.0,1.0,0.0,0.0,0.0
477,87816,12,7318.0,105058,32,19,7,2,10,81.0,9272,118,7318.0,11.649999999999999,191.839293533096,476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,162468,36,4513.0,105058,32,19,7,2,10,81.0,9272,118,4512.7,11.649999999999999,191.839293533096,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,91152,24,3798.0,105058,32,19,7,2,10,81.0,9272,118,3798.2,11.649999999999999,191.839293533096,465,26.0,0.0,0.0,1.0,0.0,0.0,0.0
480,57120,48,1190.0,105058,32,19,7,2,10,81.0,9272,118,1190.0,11.649999999999999,191.839293533096,275,27.0,0.0,0.0,1.0,0.0,0.0,0.0
481,48096,24,2004.0,105058,32,19,7,2,10,81.0,9272,118,2004.2,11.649999999999999,191.839293533096,454,0.0,0.0,1.0,0.0,0.0,0.0,0.0
482,16032,48,334.0,105058,32,19,7,2,10,81.0,9272,118,334.0,11.649999999999999,191.839293533096,449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,98184,24,4091.0,114200,101,41,4,1,4,43.7,8403,105,4090.8,27.8952,88.03760070052539,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,187224,24,7801.0,114200,101,41,4,1,4,43.7,8403,105,7801.2,27.8952,88.03760070052539,504,0.0,0.0,0.0,0.0,0.0,0.0,1.0
485,244368,48,5091.0,114200,101,41,4,1,4,43.7,8403,105,5091.3,27.8952,88.03760070052539,488,0.0,1.0,0.0,0.0,0.0,0.0,0.0
486,113544,36,3154.0,114200,101,41,4,1,4,43.7,8403,105,3154.0,27.8952,88.03760070052539,358,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,200976,48,4187.0,114200,101,41,4,1,4,43.7,8403,105,4187.3,27.8952,88.03760070052539,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,100080,48,2085.0,114200,101,41,4,1,4,43.7,8403,105,2084.7,27.8952,88.03760070052539,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,83016,12,6918.0,285387,0,2,8,5,7,89.9,10177,81,6918.3,33.90515,159.11234218797634,632,24.0,0.0,0.0,0.0,0.0,1.0,0.0
490,134784,24,5616.0,285387,0,2,8,5,7,89.9,10177,81,5616.2,33.90515,159.11234218797634,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
